KOD10;NEV
M8791;Csontelhalás, k.m.n. válltájék
M8792;Csontelhalás, k.m.n. felkar
M8793;Csontelhalás, k.m.n. alkar
M8794;Csontelhalás, k.m.n. kéz
M8795;Csontelhalás, k.m.n. medence és tompor
M8796;Csontelhalás, k.m.n. lábszárcsont
M8797;Csontelhalás, k.m.n. boka és lábfej
M8798;Csontelhalás, k.m.n. egyéb
M8799;Csontelhalás, k.m.n. lokalizáció
Q8581;Hemangioblastoma cerebelli
Q8582;Hemangioblastoma hemispheriális
Q8583;Hemangioblastoma spinális
Q8584;Hemangioblastoma agytörzsi
O8401;Ikerszülés, valamennyi spontán
O8402;Hármas vagy többes szülés, valamennyi spontán
O8411;Ikerszülés, valamennyi fogóval és vacuum extractorral
O8412;Hármas vagy többes szülés, valamennyi fogóval és vacuum extractorral
O8421;Ikerszülés, valamennyi császármetszéssel
O8422;Hármas vagy többes szülés, valamennyi császármetszéssel
O8481;Egyéb ikerszülés
O8482;Egyéb hármas vagy többes szülés
O8491;Ikerszülés, k.m.n.
O8492;Hármas vagy többes szülés, k.m.n.
S0171;A fej többszörös felületes nyílt sebe
S0172;A fej többszörös mély, koponyacsontig terjedõ nyílt sebe
S0191;A fej felületes nyílt sebe
S0192;A fej mély, koponyacsontig terjedõ nyílt sebe
I2191;Heveny szívizomelhalás, k.m.n. Q hullám nélkül
K5001;Terápia rezisztens vékonybél Crohn betegség
K5002;Vékonybél Crohn betegség fisztulával
K5011;Terápia rezisztens vastagbél Crohn betegség
K5012;Vastagbél Crohn betegség fisztulával
K5081;Terápia rezisztens vastag és vékonybél Crohn betegség
K5082;Vékony és vastagbél Crohn betegség fisztulával
I8081;Vena subclavia, vena axillaris, vv. Brachiales (mélyvénás) phlebitise és thrombophlebitise
T8102;Eljárás szövõdményeként fellépõ vérzés és vérömleny, intracranialisan
T3661;Enyhe és kp. súlyos Rifamycin mérgezés
T3662;Súlyos Rifamycin mérgezés
T3711;Enyhe és kp. súlyos antituberculotikum mérgezés
T3712;Súlyos antituberculotikum mérgezés
T3831;Enyhe és kp. súlyos insulin és oralis antidiabeticumok által okozott mérgezés
T3832;Súlyos insulin és oralis antidiabeticumok által okozott mérgezés
T3901;Enyhe és kp. súlyos salicylát mérgezés
T3902;Súlyos salicylát mérgezés
T3911;Enyhe és kp. súlyos 4-aminophenol-származékok által okozott mérgezés
T3912;Súlyos 4-aminophenol-származékok által okozott mérgezés
T3921;Enyhe és kp. súlyos pirazolon-származékok által okozott mérgezés
T3922;Súlyos pirazolon-származékok által okozott mérgezés
T4001;Enyhe és kp. súlyos ópium mérgezés
T4002;Súlyos ópium mérgezés
T4011;Enyhe és kp. súlyos heroin mérgezés
T4012;Súlyos heroin mérgezés
T4021;Enyhe és kp. súlyos egyéb opioid mérgezés
T4022;Súlyos egyéb opioid mérgezés
T4031;Enyhe és kp. súlyos methadon mérgezés
T4032;Súlyos methadon mérgezés
T4051;Enyhe és kp. súlyos cocain mérgezés
T4052;Súlyos cocain mérgezés
T4211;Enyhe és kp. súlyos iminostilben mérgezés
T4212;Súlyos iminostilben mérgezés
T4231;Enyhe és kp. súlyos barbiturát mérgezés
T4232;Súlyos barbiturát mérgezés
T4241;Enyhe és kp. súlyos benzodiazepin mérgezés
T4242;Súlyos benzodiazepin mérgezés
T4261;Enyhe és kp. súlyos egyéb antiepilepticum és nyugtató-altató szerek által okozott mérgezés
T4262;Súlyos egyéb antiepilepticum és nyugtató-altató szerek által okozott mérgezés
T4301;Enyhe és kp. súlyos tricyclusos és tetracyclusos antidepressivumok által okozott mérgezés
T4302;Súlyos tricyclusos és tetracyclusos antidepressivumok által okozott mérgezés
T4321;Enyhe és kp. súlyos egyéb és k.m.n. antidepressivumok által okozott mérgezés
T4322;Súlyos egyéb és k.m.n. antidepressivumok által okozott mérgezés
T4351;Enyhe és kp. súlyos egyéb és kmn. antipsychot. gyógysz., neurolepticumok okozta mérgezés
T4352;Súlyos egyéb és kmn. antipsychot. gyógysz., neurolepticumok okozta mérgezés
T4401;Enyhe és kp. súlyos anticholinesterase szerek által okozott mérgezés
T4402;Anticholinesterase szerek okozta súlyos mérgezés
T4411;Enyhe és kp. súlyos egyéb parasympathomimeticumok [cholinergicumok] által okozott mérgezés
T4412;Súlyos egyéb parasympathomimeticumok [cholinergicumok] által okozott mérgezés
T4461;Enyhe és kp. súlyos a-adrenoreceptor antagonisták, m.n.o. által okozott mérgezés
T4462;Súlyos a-adrenoreceptor antagonisták, m.n.o. által okozott mérgezés
T4471;Enyhe, kp. súlyos b-adrenoreceptor antagonisták, m.n.o. által okozott mérgezés
T4472;Súlyos b-adrenoreceptor antagonisták, m.n.o. által okozott mérgezés
T4861;Enyhe és kp. súlyos antiasthmaticumok által okozott mérgezés
T4862;Súlyos antiasthmaticumok által okozott mérgezés
T4981;Enyhe és kp. súlyos egyéb anyagok által okozott mérgezés
T4982;Súlyos egyéb anyagok által okozott mérgezés
T5061;Enyhe és kp. súlyos máshová nem osztályozott antidotumok által okozott mérgezés
T5062;Súlyos máshová nem osztályozott antidotumok által okozott mérgezés
T5091;Enyhe és kp. súlyos egyéb és k.m.n. gyógyszerek és biológiai anyagok okozta mérgezés
T5092;Súlyos egyéb és k.m.n. gyógyszerek és biológiai anyagok okozta mérgezés
T5101;Ethanol által okozott enyhe és kp. súlyos mérgezés
T5102;Ethanol által okozott súlyos mérgezés
T5111;Methanol által okozott enyhe és kp. súlyos mérgezés
T5112;Methanol által okozott súlyos mérgezés
T5231;Glycolok által okozott enyhe és kp. súlyos mérgezés
T5232;Glycolok okozta súlyos mérgezés
T5281;Egyéb szerves oldószer által okozott enyhe és kp. súlyos mérgezés
T5282;Egyéb szerves oldószer által okozott súlyos mérgezés
T5421;Savak és savszerû anyagok által okozott enyhe és kp. súlyos mérgezés
T5422;Savak és savszerû anyagok okozta súlyos mérgezés
T5431;Lúgok és lúgszerû anyagok által okozott enyhe és kp. súlyos mérgezés
T5432;Lúgok és lúgszerû anyagok által okozott súlyos mérgezés
T5491;Maró anyagok által okozott enyhe és kp. súlyos mérgezés
T5492;Maró anyagok által okozott súlyos mérgezés
T5801;Szénmonoxid által okozott enyhe és kp. súlyos mérgezés
T5802;Szénmonoxid által okozott súlyos mérgezés
T5941;Chlorgáz által okozott enyhe és kp. súlyos mérgezés
T5942;Chlorgáz által okozott súlyos mérgezés
T5971;Széndioxid által okozott enyhe és kp. súlyos mérgezés
T5972;Széndioxid által okozott súlyos mérgezés
T5991;K.m.n. gázok,gõzök,párák által okozott enyhe és kp. súlyos mérgezés
T5992;K.m.n. gázok,gõzök,párák által okozott súlyos mérgezés
T6001;Szerves phosphat és carb. insect. által okozott enyhe és kp. súlyos mérgezés
T6002;Szerves phosphat és carb. insect. okozta súlyos mérgezés
T6031;Herbicidek és fungicidek által okozott enyhe és kp. súlyos mérgezés
T6032;Herbicidek és fungicidek okozta súlyos mérgezés
T6201;Gombák által okozott enyhe és kp. súlyos mérgezés
T6202;Gombák által okozott súlyos mérgezés
T6221;Egyéb növények által okozott enyhe és kp. súlyos mérgezés
T6222;Egyéb növények által okozott súlyos mérgezés
T6301;Mérges kígyó által okozott enyhe és kp. súlyos mérgezés
T6302;Mérges kígyó által okozott súlyos mérgezés
T6321;Skorpió által okozott enyhe és kp. súlyos mérgezés
T6322;Skorpió által okozott súlyos mérgezés
T6331;Mérges pók által okozott enyhe és kp. súlyos mérgezés
T6332;Mérges pók által okozott súlyos mérgezés
T6591;K.m.n. anyagok által okozott enyhe és kp. súlyos mérgezés
T6592;K.m.n. anyagok által okozott súlyos mérgezés
I7711;Felsõvégtagi kompressziós syndroma vérkeringési zavarral (TOS)
I8011;A véna iliaca vagy femoralis gyulladása és thrombosisa következményes artériás keringési zavarral
I8281;Véna iliaca emboliája és thrombosisa
I8282;Véna femoralis profunda emboliája és thrombosisa
I8283;Véna femoralis superficialis emboliája és thrombosisa
I8286;Véna subclavia emboliája és thrombosisa
I8287;Véna axillaris emboliája és thrombosisa
Z9481;Csontvelõ átültetés után lévõ személy
Z5241;Donor: máj
Z5242;Donor: hasnyálmirigy
Z5243;Donor: szív
Z5244;Donor: tüdõ
Z5260;Donor: végtag
Z5221;Donor: ín
Z5222;Donor: izompólya
Z5201;Donor: véna
E8021;Acut intermittens porphyria
E8022;Variegata porphyria
E8023;Herediter coproporphyria
E8024;DALA dehidrataz defekt porphyria (delta-aminolevulinsav)
A4191;Septicaemia többszervi elégtelenséggel
S2801;A mellkas összenyomatásos sérülése
S3811;A has, ágyék és a medence összenyomatásos sérülése
S3201;Az ágyéki csigolyatest törése
S3202;Az ágyéki csigolyaív törése
K8681;Pancreas vezetékkövesség
E8891;Metabolikus szindróma
C4021;Combcsont rosszindulatú daganata
C4022;Lábszárcsontok rosszindulatú daganata
D1621;Combcsont jóindulatú daganata
D1622;Lábszárcsontok jóindulatú daganata
D4801;Combcsont bizonytalan és ismeretlen viselkedésû daganata
D4802;Medencecsontok, keresztcsont, farkcsont bizonytalan és ismeretlen viselkedésû daganata
D4803;Gerinc bizonytalan és ismeretlen viselkedésû daganata
D4804;Lábszárcsontok bizonytalan és ismeretlen viselkedésû daganata
D4805;Alsó végtag rövid csontjainak bizonytalan és ismeretlen viselkedésû daganata
D4806;Lapocka és felsõ végtag hosszú csontjainak bizonytalan és ismeretlen viselkedésû daganata
D4807;Felsõ végtag rövid csontjainak bizonytalan és ismeretlen viselkedésû daganata
L5081;Egyéb urticaria (18 % felett)
B0700;Vírusos szemölcsök
B0701;Vírusos szemölcsök talpi lokalizációban 10 db felett
N4000;Prostata túltengés
N4001;Prostata túltengés I. stádium
N4002;Prostata túltengés II. stádium
N4003;Prostata túltengés III. stádium
N4004;Prostata túltengés IV. stádium
K6501;Abscessus abdominopelvicus
K6502;Abscessus mesentericus
K6503;Abscessus omenti
K6504;Abscessus peritonei
K6505;Abscessus retrocoecalis
K6506;Abscessus retroperitonealis
K6507;Abscessus subhepaticus
K6508;Abscessus subphrenicus (subdiaphragmaticus)
K6509;Peritonitis acuta generalisata
K650A;Peritonitis acuta pelvica (férfiaknál)
K650B;Peritonitis acuta subphrenica
K650C;Peritonitis acuta suppurativa
Z7631;Fogyatékos beteget kísérõ személy
Z7632;Szoptató anya
Z7633;14 éves kor alatti gyermek gyógyulásának segítése
S3271;Az ágyéki csigolyák többszörös törése
S3272;A medence többszörös törése
I5001;Cardialis decompensatio NYHA I. stádium
I5002;Cardialis decompensatio NYHA II. stádium
I5003;Cardialis decompensatio NYHA III. stádium
I5004;Cardialis decompensatio NYHA IV. stádium
I5011;Balkamra elégtelenség NYHA I. stádium
I5012;Balkamra elégtelenség NYHA II. stádium
I5013;Balkamra elégtelenség NYHA III. stádium
I5014;Balkamra elégtelenség NYHA IV. stádium
I5091;Szívelégtelenség NYHA I. stádium
I5092;Szívelégtelenség NYHA II. stádium
I5093;Szívelégtelenség NYHA III. stádium
I5094;Szívelégtelenség NYHA IV. stádium
Z0191;Transzplantáció elõtti kivizsgálás
M8141;Gyógyszer indukálta osteoporosis (glükokortikoidok)
M8142;Gyógyszer indukálta osteoporosis (antikonvulzánsok)
M8143;Gyógyszer indukálta osteoporosis (analógok)
M8144;Gyógyszer indukálta osteoporosis (szuppresszív dózisú tiroxin)
M8091;Krónikus májbetegség talaján kialakult osteoporosis, pathologiás töréssel
M8191;Krónikus májbetegség talaján kialakult osteoporosis
N2001;Kalcium vesekõ betegség
N2002;Recidiváló kalcium vesekõ betegség
M8192;Törés prevenciós gyógyszeres kezelés -2,5 vagy kisebb (rosszabb) T-score érték mellett
R9371;T-score érték -1-nél kisebb (rosszabb)
N6200;Emlõ hypertrophia
N6202;Emlõ hypertrophia (szimmetrikus) a testtömeg 0,5%-ánál nagyobb oldalankénti szövettöbblet
N6203;Emlõ hypertrophia (a testtömeg 0,5%-ánál nagyobb térfogatbeli aszimmetria)
N6204;Emlõ hypertrophia (30%-ot meghaladó térfogatbeli aszimmetria)
N6481;Az emlõ egyéb meghatározott rendellenességei (emlõ aszimmetria 30% feletti)
N6482;Az emlõ egyéb meghatározott rendellenességei (emlõ aszimmetria a testtömeg 0,5%-ánál nagyobb mértékû)
N6483;Az emlõ egyéb meghatározott rendellenességei (emlõ helyreáll. utáni aszimm. vagy emlõ szerzett deform-a dag. eltáv. vagy korábbi mûtét, sérülés miatt)
N6484;Az emlõ egyéb meghatározott rendellenességei (emlõ szerzett hiánya daganat eltávolítás vagy korábbi mûtét, sérülés következtében)
Q8382;Emlõ hypoplasia (30%-ot meghaladó térfogatbeli aszimmetria)
Q8383;Emlõ hypoplasia Poland syndromában
Z5181;Súlyvesztés elõtti BMI nagyobb, mint 35 kg/m2
Z5182;Súlyvesztés 35-45 kezdõ BMI esetén min. 10 BMI
Z5183;Súlyvesztés 45 feletti kezdõ BMI esetén min. 12 BMI
Z5184;Stabil súlyvesztés (a csökkent testsúlyt min. 6 hónapon át tartja)
L9181;Jelentõs fokú túltengéses bõrrendellenesség
O4701;Jóslófájások a terhesség betöltött 24. hetétõl a 33. hétig
Z9221;Tartósan (jelenleg is) Digitális glikozid kezelésben részesülõ beteg
Z9222;Tartósan (jelenleg is) ß2-receptor blokkoló kezelésben részesülõ beteg
Z9223;Tartósan (jelenleg is) Xantin származékokkal történõ kezelésben részesülõ beteg
Z9224;Tartósan (jelenleg is) Steroid származékokkal történõ kezelésben részesülõ beteg
Z9225;Tartósan (jelenleg is) Diuretikumokkal történõ kezelésben részesülõ beteg
P0711;Egyéb alacsony születési súly (1000-1499 g)
P0712;Egyéb alacsony születési súly (1500-1999 g)
P0713;Egyéb alacsony születési súly (2000-2499 g)
P0721;Extrém éretlenség, 28 betöltött hétnél (196 betöltött napnál) kevesebb gestációs idõ
P0731;Egyéb koraszülött csecsemõ, 29 betöltött hétnél (203 betöltött napnál) kevesebb gestációs idõ
P0732;Egyéb koraszülött csecsemõ, 30 betöltött hétnél (210 betöltött napnál) kevesebb gestációs idõ
P0733;Egyéb koraszülött csecsemõ, 31 betöltött hétnél (217 betöltött napnál) kevesebb gestációs idõ
P0734;Egyéb koraszülött csecsemõ, 32 betöltött hétnél (224 betöltött napnál) kevesebb gestációs idõ
P0735;Egyéb koraszülött csecsemõ, 33 betöltött hétnél (231 betöltött napnál) kevesebb gestációs idõ
P0736;Egyéb koraszülött csecsemõ, 34 betöltött hétnél (238 betöltött napnál) kevesebb gestációs idõ
P0737;Egyéb koraszülött csecsemõ, 35 betöltött hétnél (245 betöltött napnál) kevesebb gestációs idõ
P0738;Egyéb koraszülött csecsemõ, 36 betöltött hétnél (252 betöltött napnál) kevesebb gestációs idõ
P0739;Egyéb koraszülött csecsemõ, 37 betöltött hétnél (259 betöltött napnál) kevesebb gestációs idõ
Z9482;Autológ csontvelõ átültetés után lévõ személy
Z9483;Allogén csontvelõ átültetés után lévõ személy
J1001;Influenza tüdõgyulladással, H1N1 influenzavírus identifikált
J1011;Influenza egyéb légúti tünetekkel, H1N1 influenzavírus identifikált
J1081;Influenza egyéb tünetekkel, H1N1 influenzavírus identifikált
Z5141;Szívtranszplantációra elõjegyzett beteg
I2601;Masszív tüdõembolia heveny pulmonalis szívbetegség említésével
I2602;Szubmasszív tüdõembolia heveny pulmonalis szívbetegség említésével
I2603;Egyéb tüdõembolia heveny pulmonalis szívbetegség említésével
M8145;Gyógyszer indukálta osteoporosis (K-vitamin antagonista antikoaguláns)
M8146;Gyógyszer indukálta osteoporosis (heparin)
I7021;A végtagi ütõerek atherosclerosisa Fontaine I.
I7022;A végtagi ütõerek atherosclerosisa Fontaine II.
I7023;A végtagi ütõerek atherosclerosisa Fontaine III.
I7024;A végtagi ütõerek atherosclerosisa Fontaine IV.
I6501;Az arteria vertebralis intracranialis elzáródása vagy szûkülete
I6502;Az arteria vertebralis extracranialis elzáródása vagy szûkülete
I6521;Az arteria carotis intracranialis elzáródása vagy szûkülete
I6522;Az arteria carotis extracranialis elzáródása vagy szûkülete
E4300;Súlyos fokú fehérje-energia hiányos alultápláltság, k.m.n.
E4301;Súlyos fokú fehérje-energia hiányos alultápláltság iniciális szaka
E4302;Súlyos fokú fehérje-energia hiányos alultápláltság krónikus szaka
K9081;Felszívódási zavar kongenitális bélelégtelenség miatt
K9082;Felszívódási zavar immunrendszeri betegség következtében kialakult bélelégtelenség miatt
K9121;1-es típusú rövidbél szindróma okozta bélelégtelenség (vékonybél<150 cm, jejunosztomával)
K9122;2-es típusú rövidbél szindróma okozta bélelégtelenség (vékonybél<60 cm, részleges vastagbélhiány)
K9123;3-as típusú rövidbél szindróma okozta bélelégtelenség (vékonybél<30 cm, intakt vastagbél)
K9124;Mûtét utáni bélelégtelenség, a vékonybél hossza nem ismert
P0722;Extrém éretlenség, 27 betöltött hétnél (189 betöltött napnál) kevesebb gestációs idõ
